source_url,condition_id,category_name,group_name,rate,fixed_amount,raw_text
https://www.card-gorilla.com/card/detail/8,4,할인,면세점,8.0,,제주 JDC 면세점 이용 시 8% 할인
https://www.card-gorilla.com/card/detail/8,4,할인,진에어,,,진에어 국제선 항공권 결제일 할인
https://www.card-gorilla.com/card/detail/8,4,무료서비스,공연/전시,,,오디오 가이드 및 오페라 글라스 무료 이용 서비스
https://www.card-gorilla.com/card/detail/8,4,기타,프리미엄,,,국제브랜드사 서비스 공통사항 안내
https://www.card-gorilla.com/card/detail/10,5,할인,대중교통,,200,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인"
https://www.card-gorilla.com/card/detail/10,5,할인,택시,10.0,,택시/KTX 이용 금액 10% 할인
https://www.card-gorilla.com/card/detail/10,5,할인,백화점,5.0,,4대 백화점 5% 할인
https://www.card-gorilla.com/card/detail/10,5,할인,카페,10.0,,커피전문점 10% 할인
https://www.card-gorilla.com/card/detail/10,5,할인,편의점,5.0,,편의점 5% 할인
https://www.card-gorilla.com/card/detail/10,5,할인,통신,5.0,,이동통신요금 5% 할인
https://www.card-gorilla.com/card/detail/10,5,기타,영화,,,"CGV, 메가박스"
https://www.card-gorilla.com/card/detail/10,5,캐시백,캐시백,5.0,,"전기요금, 통신요금, 해외이용금액 5% 캐시백 제공 (전년도 1천만원 이상)"
https://www.card-gorilla.com/card/detail/11,6,캐시백,모든가맹점,0.7,,"전가맹점 0.7% 캐시백, 이동통신요금 자동이체 건 추가 0.7% 캐시백"
https://www.card-gorilla.com/card/detail/11,6,할인,생활,,,"생활친화가맹점 잔돈할인 서비스, Coin-Save"
https://www.card-gorilla.com/card/detail/11,6,할인,영화,,,온라인 영화 예매 할인
https://www.card-gorilla.com/card/detail/12,7,마일리지,항공마일리지,0.0667,,"대한항공 1,500원당 1마일/아시아나항공 1,000원당 1마일"
https://www.card-gorilla.com/card/detail/12,7,적립,생활,,,마이신한포인트 추가 적립
https://www.card-gorilla.com/card/detail/12,7,기타,프리미엄,,,특급 호텔 발렛파킹/면세점 우대 서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,공과금,10.0,,월납요금(공과금) 10% 할인서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,편의점,10.0,,편의점 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,병원/약국,10.0,,병원/약국업종 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,생활,10.0,,세탁소 업종 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,온라인쇼핑,10.0,,온라인 쇼핑 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,택시,10.0,,택시 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,푸드,10.0,,식음료 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,대형마트,10.0,,3대 마트 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,주유소,,60,4대 정유사 리터당 60원 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,할인,온라인쇼핑,20.0,,인테이크몰 20% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/14,9,할인,선택형,,,할인율 선택 서비스
https://www.card-gorilla.com/card/detail/14,9,기타,카페,,,"스타벅스, 커피빈"
https://www.card-gorilla.com/card/detail/14,9,기타,편의점,,,"GS25, 세븐일레븐, CU"
https://www.card-gorilla.com/card/detail/14,9,기타,소셜커머스,,,소셜커머스
https://www.card-gorilla.com/card/detail/14,9,기타,택시,,,택시
https://www.card-gorilla.com/card/detail/14,9,기타,베이커리,,,"파리바게트, 뚜레쥬르"
https://www.card-gorilla.com/card/detail/14,9,기타,영화,,,"CGV, 롯데시네마"
https://www.card-gorilla.com/card/detail/14,9,기타,카페,,,스타벅스 모바일쿠폰 보너스 리워드 (분기별 실적 250만원 이상)
https://www.card-gorilla.com/card/detail/15,10,기타,바우처,,,Gift Option
https://www.card-gorilla.com/card/detail/15,10,마일리지,항공마일리지,,,항공 마일리지 적립 서비스
https://www.card-gorilla.com/card/detail/15,10,할인,면세점,8.0,,제주 JDC 면세점 8% 결제일 할인
https://www.card-gorilla.com/card/detail/15,10,무료서비스,공항라운지,,,더라운지
https://www.card-gorilla.com/card/detail/15,10,할인,주유소,,40,GS칼텍스 주유 시 리터당 40원 결제일 할인
https://www.card-gorilla.com/card/detail/15,10,할인,카페,,3000,"스타벅스 3,000원 할인"
https://www.card-gorilla.com/card/detail/16,11,적립,주유,,,국내 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립
https://www.card-gorilla.com/card/detail/16,11,적립,쇼핑,5.0,,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,적립,마트/편의점,5.0,,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,적립,택시,5.0,,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,적립,정비,5.0,,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,적립,국내외가맹점,2.0,,국내/외 가맹점 0.2~2.0% 적립
https://www.card-gorilla.com/card/detail/16,11,기타,프리미엄,,,Platinum # 서비스(전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/18,12,할인,쇼핑,10.0,,"[쇼핑 할인] 오프라인 쇼핑(백화점, 프리미엄 아울렛, 마트, 창고형 할인매장) 10% 할인
· 온라인 쇼핑(홈쇼핑, 소셜커머스) 10% 할인 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/18,12,할인,생활,10.0,,"[생활 할인] 커피전문점·잡화·온라인서점 10% 할인
· 주유 60원/L 할인 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/18,12,캐시백,해외,5.0,,[해외이용 캐시백] 해외이용금액 5% 캐시백 (연간실적 1천만원 이상)
https://www.card-gorilla.com/card/detail/18,12,할인,푸드,10.0,,"[제휴 할인] 마켓컬리, 프레딧, 집반찬연구소 10% 할인서비스 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/21,13,캐시백,국내외가맹점,1.0,,"국내외 가맹점 1%, 생활밀착 가맹점 추가 0.7% 캐시백"
https://www.card-gorilla.com/card/detail/21,13,할인,생활,,,잔돈 할인 서비스(Coin-Save)
https://www.card-gorilla.com/card/detail/21,13,할인,영화,,,온라인 영화 예매 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/21,13,할인,테마파크,50.0,,서울랜드 50% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/21,13,기타,프리미엄,,,Platinum# 서비스 및 국제브랜드사 서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/26,14,캐시백,교육/육아,,,"일반전문학원, 학습지, 유치원 업종 캐시백 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/26,14,캐시백,공과금,,5000,"아파트 관리비 자동이체 매월 5,000원 캐시백 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/26,14,캐시백,생활,1.0,,주요 생활업종 이용시 1% 캐시백 (전월실적 50만원 이상)
https://www.card-gorilla.com/card/detail/28,15,할인,백화점,5.0,,신세계백화점 5% 결제일 할인
https://www.card-gorilla.com/card/detail/28,15,할인,생활,5.0,,Life Care가맹점 5% 결제일 할인
https://www.card-gorilla.com/card/detail/28,15,할인,테마파크,50.0,,"롯데월드, 서울랜드 자유이용권 50% 할인"
https://www.card-gorilla.com/card/detail/28,15,캐시백,해외,5.0,,해외 매출 5% 캐시백
https://www.card-gorilla.com/card/detail/35,16,할인,주유,,100,GS칼텍스 주유 시 리터당 60~100원 할인
https://www.card-gorilla.com/card/detail/35,16,할인,교통,7.0,,"버스, 지하철, 택시 3~7% 할인"
https://www.card-gorilla.com/card/detail/35,16,할인,영화,,,"맥스무비, 인터파크, YES24 예매 시 할인"
https://www.card-gorilla.com/card/detail/35,16,할인,테마파크,,,주요 놀이공원 할인 서비스
https://www.card-gorilla.com/card/detail/36,17,할인,선택형,5.0,,"Cube 선택서비스 - 선택서비스 5개, 5% 할인"
https://www.card-gorilla.com/card/detail/36,17,할인,할인,,,Coin-Save(잔돈할인) 서비스 - 잔돈은 할인
https://www.card-gorilla.com/card/detail/36,17,기타,프리미엄 서비스,,,Platinum# 서비스 및 국제브랜드사 서비스
https://www.card-gorilla.com/card/detail/36,17,기타,[2020 소비 트렌드] 국내 할인 한도 1위 '10만 원'에 주목하라,,,신한카드 Mr.Life
https://www.card-gorilla.com/card/detail/37,18,기타,바우처,,,Gift Option Service
https://www.card-gorilla.com/card/detail/37,18,마일리지,선택형,,,"캐시백(캐시백형 선택 시)
마일리지 적립(마일리지 적립형 선택 시)"
https://www.card-gorilla.com/card/detail/37,18,할인,여행/숙박,,,JEJU 할인
https://www.card-gorilla.com/card/detail/37,18,무료서비스,공항라운지,,,공항라운지
https://www.card-gorilla.com/card/detail/37,18,할인,카페,,,커피 할인
https://www.card-gorilla.com/card/detail/37,18,할인,베이커리,,,베이커리 할인
https://www.card-gorilla.com/card/detail/37,18,할인,쇼핑,,,쇼핑 할인
https://www.card-gorilla.com/card/detail/37,18,할인,생활,,,생활 할인
https://www.card-gorilla.com/card/detail/38,19,할인,학원,5.0,,자녀교육에 필요한 가맹점에서 5% 할인
https://www.card-gorilla.com/card/detail/38,19,할인,문화센터,5.0,,자녀 감성발달에 필요한 가맹점에서 5% 할인
https://www.card-gorilla.com/card/detail/38,19,할인,도서,5.0,,자녀 도서 구매에도 5% 할인
https://www.card-gorilla.com/card/detail/38,19,할인,생활,,,COIN-SAVE 잔돈 할인
https://www.card-gorilla.com/card/detail/38,19,기타,프리미엄,,,Platinum# 서비스 및 국제브랜드사 서비스
https://www.card-gorilla.com/card/detail/39,20,할인,주유,10.0,,4개의 정유사 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/39,20,할인,자동차/하이패스,10.0,,"정비소(스피드메이트), 주차장 이용금액 10% 결제일 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/39,20,할인,편의점,5.0,,"GS25, CU 5% 결제일 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/39,20,할인,카페,5.0,,"스타벅스, 이디야 5% 결제일 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/39,20,할인,택시,5.0,,택시 5% 결제일 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/39,20,할인,영화,,,롯데시네마 일반관 5천원 현장 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/41,21,할인,간편결제,10.0,,"국내 온라인 이용 건, 온라인 배달/온라인 슈퍼 10% 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/41,21,할인,생활,20.0,,"4대 편의점, 생활/잡화, 커피, 월납 20% 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/41,21,할인,프리미엄 서비스,10.0,,"제주항공, 에어부산 10% 할인 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/42,22,할인,렌터카,30.0,,SOCAR 결제 시 30% 결제일 할인
https://www.card-gorilla.com/card/detail/42,22,할인,기차,10.0,,"KTX, SRT 포함 철도 이용 시 10% 결제일 할인"
https://www.card-gorilla.com/card/detail/42,22,할인,카페,20.0,,커피전문점 20% 결제일 할인
https://www.card-gorilla.com/card/detail/42,22,할인,편의점,5.0,,"GS25, CU, 세븐일레븐 편의점 5% 결제일 할인"
https://www.card-gorilla.com/card/detail/42,22,할인,대형마트,3.0,,"홈플러스, 이마트, 롯데마트 3대 할인점 3% 결제일 할인"
https://www.card-gorilla.com/card/detail/43,23,할인,쇼핑,15.0,,생활쇼핑 최대 15% 결제일 할인
https://www.card-gorilla.com/card/detail/43,23,할인,카페/디저트,10.0,,커피전문점/제과점 업종 10% 결제일 할인
https://www.card-gorilla.com/card/detail/43,23,할인,기타,10.0,,주말 복합쇼핑몰 10% 결제일 할인
https://www.card-gorilla.com/card/detail/43,23,할인,대형마트,10.0,,주말 3대 할인점 10% 결제일 할인
https://www.card-gorilla.com/card/detail/43,23,할인,영화,,5000,"주말 롯데시네마 현장 예매 시 5,000원 결제일 할인"
https://www.card-gorilla.com/card/detail/45,24,적립,생활,7.0,,편의점·배달앱 7% 멤버십리워즈 적립
https://www.card-gorilla.com/card/detail/45,24,할인,디지털구독,20.0,,스트리밍서비스 20% 결제일 할인
https://www.card-gorilla.com/card/detail/45,24,할인,카페,20.0,,스타벅스·이디야 20% 결제일 할인
https://www.card-gorilla.com/card/detail/45,24,적립,통신,5.0,,교통·통신 5% 멤버십리워즈 적립
https://www.card-gorilla.com/card/detail/45,24,적립,쇼핑,1.5,,쇼핑 1.5% 멤버십리워즈 적립
https://www.card-gorilla.com/card/detail/45,24,적립,해외이용,5.0,,해외 5% 멤버십리워즈 적립
https://www.card-gorilla.com/card/detail/46,25,적립,주유,0.2,,국내외 모든 가맹점에서 0.2%·0.4% 주유포인트 적립
https://www.card-gorilla.com/card/detail/46,25,할인,주유,,60,전국 주유소 리터당 60원 결제일할인(청구할인) (LPG 30원)
https://www.card-gorilla.com/card/detail/46,25,할인,영화,50.0,,CGV 동반 1인 50% 할인
https://www.card-gorilla.com/card/detail/46,25,할인,카페/디저트,,1000,"스타벅스 1,000원 할인"
https://www.card-gorilla.com/card/detail/46,25,무료서비스,자동차/하이패스,,,프라이버시콜(안심 주자번호서비스) 무료 제공
https://www.card-gorilla.com/card/detail/49,26,마일리지,대한항공,0.1,,"국내외 가맹점 이용금액 1,000원당 1마일리지 기본적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,백화점,0.1,,"(특별적립) 국내형: 백화점 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,주유소,0.1,,"(특별적립) 국내형: 주유 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,카페,0.1,,"(특별적립) 국내형: 커피 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,편의점,0.1,,"(특별적립) 국내형: 편의점 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,택시,0.1,,"(특별적립) 국내형: 택시 이용금액 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,마일리지,해외,0.1,,"(특별적립) 해외형: 해외 가맹점 및 해외 직접구매 이용건 1,000원당 (스카이패스) 1 마일리지 추가 적립"
https://www.card-gorilla.com/card/detail/49,26,무료서비스,공항라운지,,,인천공항 라운지 본인 무료 이용
https://www.card-gorilla.com/card/detail/49,26,무료서비스,공항,,,인천공항 발렛파킹 무료 이용
https://www.card-gorilla.com/card/detail/49,26,기타,공항,,,공항 커피 서비스
https://www.card-gorilla.com/card/detail/49,26,기타,프리미엄 서비스,,,아멕스 PLATINUM 등급 서비스
https://www.card-gorilla.com/card/detail/49,26,마일리지,선택형,,,여행의 설레임을 담은 디자인으로 리뉴얼 된 삼성카드 & MILEAGE PLATINUM
https://www.card-gorilla.com/card/detail/50,27,마일리지,아시아나항공,0.1,,"1,000원당 아시아나 1마일리지 적립"
https://www.card-gorilla.com/card/detail/50,27,적립,주유소,,,S-OIL 리터당 40 보너스포인트 적립
https://www.card-gorilla.com/card/detail/50,27,할인,패밀리레스토랑,10.0,,아웃백스테이크하우스 10% 할인
https://www.card-gorilla.com/card/detail/50,27,할인,카페,,1000,"스타벅스 1,000원 결제일할인"
https://www.card-gorilla.com/card/detail/50,27,할인,영화,,3000,"메가박스, CGV, 인터파크 영화 3,000원 할인"
https://www.card-gorilla.com/card/detail/50,27,할인,테마파크,,,놀이공원 할인 서비스
https://www.card-gorilla.com/card/detail/50,27,기타,정비,,,닥터카서비스
https://www.card-gorilla.com/card/detail/50,27,무이자할부,무이자할부,,,백화점·할인점 2~3개월 무이자할부
https://www.card-gorilla.com/card/detail/50,27,무이자할부,무이자할부,,,의료점 2~3개월 무이자할부
https://www.card-gorilla.com/card/detail/50,27,기타,경기관람,,,프로스포츠 프로모션 서비스
https://www.card-gorilla.com/card/detail/51,28,기타,선택형,,,라이프스타일 패키지 선택
https://www.card-gorilla.com/card/detail/51,28,할인,대중교통,10.0,,대중교통·택시 10% 결제일할인
https://www.card-gorilla.com/card/detail/51,28,할인,통신,10.0,,이동통신요금 10% 결제일할인
https://www.card-gorilla.com/card/detail/51,28,할인,영화,,5000,"CGV 및 롯데시네마 5,000원 결제일할인"
https://www.card-gorilla.com/card/detail/51,28,적립,해외,1.3,,해외 1.3% 적립
https://www.card-gorilla.com/card/detail/52,29,적립,모든가맹점,1.0,,모든 가맹점 1% 빅포인트 적립
https://www.card-gorilla.com/card/detail/52,29,할인,주유,,2000,"모든 주유소 및 LPG 충전소 2,000원 결제일 할인"
https://www.card-gorilla.com/card/detail/52,29,할인,영화,,5000,"모든 영화관 5,000원 결제일 할인"
https://www.card-gorilla.com/card/detail/53,30,마일리지,아시아나항공,0.1,,"이용금액 1,000원당 아시아나 1~5마일리지 적립"
https://www.card-gorilla.com/card/detail/53,30,적립,주유소,,,"S-OIL 주유소에서 휘발유, 경유, 등유 주유시 리터당 40보너스포인트 적립"
https://www.card-gorilla.com/card/detail/53,30,할인,카페,,1000,"스타벅스 1,000원 결제일 할인"
https://www.card-gorilla.com/card/detail/53,30,할인,영화,,,"메가박스, CGV, 무비존 영화 할인"
https://www.card-gorilla.com/card/detail/53,30,할인,테마파크,50.0,,"놀이공원 자유이용권 50%, 워터파크 입장권 30% 현장할인"
https://www.card-gorilla.com/card/detail/53,30,할인,정비,,15000,"엔진오일 교환 시 15,000원 현장할인"
https://www.card-gorilla.com/card/detail/54,31,마일리지,대한항공,,,[기본 적립] 모든 가맹점 스카이패스 1 마일리지 적립
https://www.card-gorilla.com/card/detail/54,31,마일리지,선택형,,,[특별 적립] 옵션 적립처에 따라 스카이패스 2 마일리지 적립
https://www.card-gorilla.com/card/detail/54,31,할인,패밀리레스토랑,,30000,"아웃백스테이크하우스 30,000원 결제일 할인 [전월 실적 50만원 이상]"
https://www.card-gorilla.com/card/detail/54,31,기타,프리미엄 서비스,,,아멕스 PLATINUM 등급 서비스 [전월 실적 30만원 이상]
https://www.card-gorilla.com/card/detail/55,32,할인,편의점,13.3333,,"CU 1,500원당 200원 결제일할인"
https://www.card-gorilla.com/card/detail/55,32,할인,배달앱,,2000,"배달의민족 2,000원 결제일할인"
https://www.card-gorilla.com/card/detail/55,32,할인,교통,10.0,,"대중교통 1,000원당 100원 결제일할인"
https://www.card-gorilla.com/card/detail/55,32,할인,푸드,,1000,"음식점·주점 1,000원 결제일할인"
https://www.card-gorilla.com/card/detail/56,33,할인,카페,10.0,,커피전문점 10% 결제일할인
https://www.card-gorilla.com/card/detail/56,33,할인,영화,,5000,"모든 영화관 5,000원 결제일할인"
https://www.card-gorilla.com/card/detail/56,33,할인,패밀리레스토랑,,20000,"VIPS·계절밥상 20,000원 결제일할인"
https://www.card-gorilla.com/card/detail/56,33,할인,모든가맹점,0.5,,모든 가맹점 기본 0.5% 청구할인
https://www.card-gorilla.com/card/detail/56,33,할인,생활,1.5,,교육·할인점·이동통신·병원·약국 1.5% 결제일할인
https://www.card-gorilla.com/card/detail/56,33,할인,테마파크,,,놀이공원 할인 서비스
https://www.card-gorilla.com/card/detail/56,33,기타,정비,,,닥터카 서비스
https://www.card-gorilla.com/card/detail/56,33,기타,프리미엄,,,브랜드사 서비스
https://www.card-gorilla.com/card/detail/57,34,할인,영화,,5000,"모든 영화관 5,000원 결제일할인"
https://www.card-gorilla.com/card/detail/57,34,할인,카페,10.0,,커피전문점 10% 결제일할인
https://www.card-gorilla.com/card/detail/57,34,할인,푸드,,20000,"VIPS·계절밥상 20,000원 결제일할인"
https://www.card-gorilla.com/card/detail/57,34,할인,모든가맹점,0.5,,모든 가맹점 기본 0.5% 청구할인
https://www.card-gorilla.com/card/detail/57,34,할인,생활,1.5,,음식점·주점·편의점·주유·택시 1.5% 결제일할인
https://www.card-gorilla.com/card/detail/57,34,할인,테마파크,50.0,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인
https://www.card-gorilla.com/card/detail/57,34,할인,정비,,20000,"엔진오일 교환 시 20,000원 현장할인"
https://www.card-gorilla.com/card/detail/57,34,기타,프리미엄,,,MASTER/UnionPay 서비스
https://www.card-gorilla.com/card/detail/58,35,할인,주유,,90,모든 주유소에서 주유 시 리터당 90원 결제일할인
https://www.card-gorilla.com/card/detail/58,35,할인,자동차,,,"삼성화재 자동차보험료, 엔진오일 교환, 카카오드라이버 할인"
https://www.card-gorilla.com/card/detail/58,35,할인,모든가맹점,0.5,,모든 가맹점 기본 0.5% 결제일할인
https://www.card-gorilla.com/card/detail/58,35,할인,생활,,,"할인점, 소셜커머스, 커피전문점, 편의점, 영화 할인"
https://www.card-gorilla.com/card/detail/58,35,기타,프리미엄,,,(해외겸용카드 전용) MASTER PLATINUM 등급 서비스
https://www.card-gorilla.com/card/detail/59,36,기타,선택형,,,라이프스타일 패키지(옵션 패키지 중 택1)
https://www.card-gorilla.com/card/detail/59,36,무료서비스,더라운지,,,여가패키지: 해외 공항 라운지(Lounge Key) 본인 이용 무료
https://www.card-gorilla.com/card/detail/59,36,할인,여행/숙박,3.0,,여가패키지: 해외·여행 3% 결제일할인
https://www.card-gorilla.com/card/detail/59,36,할인,쇼핑,3.0,,일상패키지: 슈퍼마켓·프리미엄 아울렛 등 3% 결제일할인
https://www.card-gorilla.com/card/detail/59,36,할인,카페/디저트,30.0,,일상패키지: 10대 커피전문점·제과점 30% 결제일할인
https://www.card-gorilla.com/card/detail/59,36,할인,푸드,20.0,,일상패키지: 음식점·신선식품 배송 20% 결제일할인
https://www.card-gorilla.com/card/detail/59,36,할인,영화,,6000,"일상패키지: 모든 영화관에서 6,000원 이상 결제 시 6,000원 결제일할인"
https://www.card-gorilla.com/card/detail/59,36,할인,도서,,50000,"일상패키지: 서점·인터파크 티켓·동물병원에서 건별 50,000원 이상 결제 시 10,000원 결제일할인"
https://www.card-gorilla.com/card/detail/59,36,할인,기차,,30000,"여가패키지: KTX, SRT 포함 철도 건별 30,000원 이상 결제 시 5,000원 결제일할인 (청구할인)"
https://www.card-gorilla.com/card/detail/59,36,기타,프리미엄,,,mastercard PLATINUM 등급 서비스
https://www.card-gorilla.com/card/detail/59,36,캐시백,캐시백,0.2,,"국내외 연간 누적 이용금액 1,500만원당 30,000원 캐시백"
https://www.card-gorilla.com/card/detail/61,37,마일리지,대한항공,0.0667,,"국내외 이용금액 1,500원당 스카이패스 1~2마일리지 적립"
https://www.card-gorilla.com/card/detail/61,37,적립,주유,,,S-OIL 주유소 주유 시 리터당 40 보너스포인트 적립
https://www.card-gorilla.com/card/detail/61,37,할인,테마파크,50.0,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인
https://www.card-gorilla.com/card/detail/61,37,할인,정비,,20000,"엔진오일 교환 시 20,000원 현장할인"
https://www.card-gorilla.com/card/detail/61,37,기타,프리미엄,,,American Express Selects 서비스
https://www.card-gorilla.com/card/detail/62,38,적립,해외,,,해외 쇼핑 빅포인트 적립
https://www.card-gorilla.com/card/detail/62,38,기타,수수료우대,,,국제브랜드수수료 면제
https://www.card-gorilla.com/card/detail/62,38,할인,해외직구,,,해외 직구 배송비 할인
https://www.card-gorilla.com/card/detail/62,38,적립,적립,1.0,,백화점·할인점·온라인 쇼핑몰 등 1% 빅포인트 적립
https://www.card-gorilla.com/card/detail/62,38,할인,도서,5.0,,서점·학습지 등 5% 할인
https://www.card-gorilla.com/card/detail/62,38,할인,카페/디저트,10.0,,커피전문점·파리바게뜨·배스킨라빈스·던킨도너츠 10% 할인
https://www.card-gorilla.com/card/detail/62,38,할인,영화,,3000,"CGV 3,000원 할인"
https://www.card-gorilla.com/card/detail/62,38,할인,테마파크,50.0,,놀이공원 50%·워터파크 30% 할인
